Timestamp,,,,,,,,
3/9/2024 9:35:03,Simone [Burrows],Max [Shelter],Kouya [Morenatsu],Darius [Extracurricular Activities],Dora [The Smoke Room],Murdoch [The Smoke Room],Cassius [Adastra],Ilia [Temptation's Ballad]
3/9/2024 9:36:18,Ray [Killigan's Treasure],Jun [Tennis Ace],Kouya [Morenatsu],Darius [Extracurricular Activities],Dora [The Smoke Room],Murdoch [The Smoke Room],Keisuke [Tennis Ace],Ilia [Temptation's Ballad]
3/9/2024 9:37:49,Simone [Burrows],Jun [Tennis Ace],Kouya [Morenatsu],Cameron [Arches],Asterion [Minotaur Hotel],Storm [Minotaur Hotel],Keisuke [Tennis Ace],Cola [Temptation's Ballad]
3/9/2024 9:38:18,Ray [Killigan's Treasure],Jun [Tennis Ace],Kouya [Morenatsu],Cameron [Arches],Asterion [Minotaur Hotel],Storm [Minotaur Hotel],Keisuke [Tennis Ace],Ilia [Temptation's Ballad]
3/9/2024 9:38:45,Simone [Burrows],Jun [Tennis Ace],Kouya [Morenatsu],Darius [Extracurricular Activities],Asterion [Minotaur Hotel],Storm [Minotaur Hotel],Keisuke [Tennis Ace],Cola [Temptation's Ballad]
3/9/2024 9:39:48,Ray [Killigan's Treasure],Jun [Tennis Ace],Kouya [Morenatsu],Darius [Extracurricular Activities],Asterion [Minotaur Hotel],Murdoch [The Smoke Room],Keisuke [Tennis Ace],Ilia [Temptation's Ballad]
3/9/2024 9:46:39,Ray [Killigan's Treasure],Max [Shelter],Argos [Minotaur Hotel],Darius [Extracurricular Activities],Asterion [Minotaur Hotel],Storm [Minotaur Hotel],Cassius [Adastra],Cola [Temptation's Ballad]
3/9/2024 9:49:05,Simone [Burrows],Jun [Tennis Ace],Kouya [Morenatsu],Cameron [Arches],Dora [The Smoke Room],Murdoch [The Smoke Room],Keisuke [Tennis Ace],Cola [Temptation's Ballad]
3/9/2024 9:49:53,Simone [Burrows],Max [Shelter],Argos [Minotaur Hotel],Darius [Extracurricular Activities],Asterion [Minotaur Hotel],Storm [Minotaur Hotel],Keisuke [Tennis Ace],Ilia [Temptation's Ballad]
3/9/2024 9:56:59,Simone [Burrows],Max [Shelter],Argos [Minotaur Hotel],Darius [Extracurricular Activities],Dora [The Smoke Room],Murdoch [The Smoke Room],Keisuke [Tennis Ace],Ilia [Temptation's Ballad]
3/9/2024 10:04:08,Ray [Killigan's Treasure],Jun [Tennis Ace],Kouya [Morenatsu],Cameron [Arches],Asterion [Minotaur Hotel],Storm [Minotaur Hotel],Keisuke [Tennis Ace],Cola [Temptation's Ballad]
3/9/2024 10:09:36,Simone [Burrows],Jun [Tennis Ace],Kouya [Morenatsu],Darius [Extracurricular Activities],Asterion [Minotaur Hotel],Murdoch [The Smoke Room],Keisuke [Tennis Ace],Cola [Temptation's Ballad]
