Timestamp,,,,,,,,
3/7/2023 8:27:05,Phillip [Repeat],Unbound [Super Nova],Jorgen [Dawn Chorus],Lily [Violet Memoir],Taavi [Killigan's Treasure],Morse [Repeat],Mnesis [Super Nova],Alex [Hero's Advent]
3/7/2023 9:20:52,Phillip [Repeat],Unbound [Super Nova],Benjie [Eden's Reach],Jinny [Repeat],Ashleigh [Violet Memoir],Morse [Repeat],Zoe [Psychic Connections],Lukas [Sileo]
3/7/2023 9:22:40,Cedric [In Case Of Emergency],Unbound [Super Nova],Benjie [Eden's Reach],Lily [Violet Memoir],Taavi [Killigan's Treasure],Klaus [Dawn Chorus],Mnesis [Super Nova],Alex [Hero's Advent]
3/7/2023 9:27:29,Phillip [Repeat],Morris [Where The Demon Lurks],Jorgen [Dawn Chorus],Jinny [Repeat],Ashleigh [Violet Memoir],Morse [Repeat],Zoe [Psychic Connections],Alex [Hero's Advent]
3/7/2023 9:30:35,Cedric [In Case Of Emergency],Unbound [Super Nova],Benjie [Eden's Reach],Jinny [Repeat],,Klaus [Dawn Chorus],Mnesis [Super Nova],Alex [Hero's Advent]
3/7/2023 9:30:44,Cedric [In Case Of Emergency],Unbound [Super Nova],Benjie [Eden's Reach],Lily [Violet Memoir],Ashleigh [Violet Memoir],Morse [Repeat],Mnesis [Super Nova],Alex [Hero's Advent]
3/7/2023 9:37:15,Phillip [Repeat],Morris [Where The Demon Lurks],Jorgen [Dawn Chorus],Lily [Violet Memoir],Ashleigh [Violet Memoir],Klaus [Dawn Chorus],Zoe [Psychic Connections],Lukas [Sileo]
3/7/2023 9:39:51,Cedric [In Case Of Emergency],Morris [Where The Demon Lurks],Benjie [Eden's Reach],Lily [Violet Memoir],Ashleigh [Violet Memoir],Klaus [Dawn Chorus],Mnesis [Super Nova],Alex [Hero's Advent]
3/7/2023 9:42:37,Phillip [Repeat],Unbound [Super Nova],Jorgen [Dawn Chorus],Jinny [Repeat],Ashleigh [Violet Memoir],Klaus [Dawn Chorus],Zoe [Psychic Connections],Alex [Hero's Advent]
3/7/2023 9:43:04,Cedric [In Case Of Emergency],Unbound [Super Nova],Benjie [Eden's Reach],Jinny [Repeat],Ashleigh [Violet Memoir],Klaus [Dawn Chorus],Zoe [Psychic Connections],Alex [Hero's Advent]
3/7/2023 9:50:22,Cedric [In Case Of Emergency],Unbound [Super Nova],Benjie [Eden's Reach],Lily [Violet Memoir],Taavi [Killigan's Treasure],Morse [Repeat],Mnesis [Super Nova],Alex [Hero's Advent]
3/7/2023 9:51:26,Cedric [In Case Of Emergency],Morris [Where The Demon Lurks],Benjie [Eden's Reach],Lily [Violet Memoir],Ashleigh [Violet Memoir],Morse [Repeat],Mnesis [Super Nova],Lukas [Sileo]
3/7/2023 9:53:40,Phillip [Repeat],Unbound [Super Nova],Benjie [Eden's Reach],Lily [Violet Memoir],Ashleigh [Violet Memoir],Morse [Repeat],Mnesis [Super Nova],Lukas [Sileo]
3/7/2023 9:58:14,Phillip [Repeat],Morris [Where The Demon Lurks],Benjie [Eden's Reach],Jinny [Repeat],Taavi [Killigan's Treasure],Morse [Repeat],Mnesis [Super Nova],Alex [Hero's Advent]
3/7/2023 9:58:24,Cedric [In Case Of Emergency],Morris [Where The Demon Lurks],Jorgen [Dawn Chorus],Jinny [Repeat],Taavi [Killigan's Treasure],Klaus [Dawn Chorus],Mnesis [Super Nova],Lukas [Sileo]
3/7/2023 9:59:10,Cedric [In Case Of Emergency],Morris [Where The Demon Lurks],Benjie [Eden's Reach],Jinny [Repeat],Taavi [Killigan's Treasure],Klaus [Dawn Chorus],Zoe [Psychic Connections],Lukas [Sileo]
3/7/2023 10:03:24,Phillip [Repeat],Morris [Where The Demon Lurks],Benjie [Eden's Reach],Jinny [Repeat],Ashleigh [Violet Memoir],Morse [Repeat],Mnesis [Super Nova],Alex [Hero's Advent]
3/7/2023 10:03:46,Phillip [Repeat],Morris [Where The Demon Lurks],Benjie [Eden's Reach],Jinny [Repeat],Taavi [Killigan's Treasure],Morse [Repeat],Zoe [Psychic Connections],Alex [Hero's Advent]
3/7/2023 10:08:07,Phillip [Repeat],Morris [Where The Demon Lurks],Benjie [Eden's Reach],Jinny [Repeat],Taavi [Killigan's Treasure],Morse [Repeat],Zoe [Psychic Connections],Alex [Hero's Advent]
3/7/2023 10:08:09,Phillip [Repeat],Morris [Where The Demon Lurks],Benjie [Eden's Reach],Jinny [Repeat],Taavi [Killigan's Treasure],Morse [Repeat],Zoe [Psychic Connections],Lukas [Sileo]
3/7/2023 10:08:42,Cedric [In Case Of Emergency],Morris [Where The Demon Lurks],Benjie [Eden's Reach],Lily [Violet Memoir],Taavi [Killigan's Treasure],Klaus [Dawn Chorus],Mnesis [Super Nova],Lukas [Sileo]
3/7/2023 10:11:24,Phillip [Repeat],Morris [Where The Demon Lurks],Benjie [Eden's Reach],Jinny [Repeat],,Morse [Repeat],,Lukas [Sileo]
3/7/2023 10:11:33,,,,,,,,Lukas [Sileo]
