Timestamp,,,,
3/18/2024 9:04:58,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 9:06:03,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 9:06:11,Oswald [Eden's Reach],Elliot [Psychic Connections],Superfang [Super-Nova],
3/18/2024 9:06:23,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/18/2024 9:07:15,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/18/2024 9:16:23,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/18/2024 9:19:35,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Mike [Distant Travels]
3/18/2024 9:19:56,Oswald [Eden's Reach],Elliot [Psychic Connections],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 9:23:28,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 9:24:58,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 9:30:18,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 9:38:18,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 9:55:29,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 10:13:12,Bjorn [Dawn Chorus],Elliot [Psychic Connections],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 10:39:26,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/18/2024 11:24:12,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 11:38:29,,,,Dave [Chord Progressions]
3/18/2024 11:40:16,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 12:20:30,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 12:29:32,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 12:44:37,Bjorn [Dawn Chorus],Elliot [Psychic Connections],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 12:46:01,Bjorn [Dawn Chorus],Elliot [Psychic Connections],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 12:59:11,Bjorn [Dawn Chorus],Elliot [Psychic Connections],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 13:24:38,Bjorn [Dawn Chorus],Elliot [Psychic Connections],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 13:46:14,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/18/2024 13:48:21,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/18/2024 14:04:49,Bjorn [Dawn Chorus],Elliot [Psychic Connections],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 15:11:09,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 15:49:06,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/18/2024 16:03:59,Bjorn [Dawn Chorus],Elliot [Psychic Connections],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 16:06:04,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 16:44:10,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 17:25:47,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/18/2024 21:31:31,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/18/2024 21:45:17,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 21:45:34,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 21:45:48,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 21:48:16,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Mike [Distant Travels]
3/18/2024 21:48:34,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 22:03:18,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/18/2024 22:07:18,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 22:08:01,Bjorn [Dawn Chorus],Elliot [Psychic Connections],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 22:11:25,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 22:27:58,Oswald [Eden's Reach],Elliot [Psychic Connections],Superfang [Super-Nova],Mike [Distant Travels]
3/18/2024 22:38:05,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Mike [Distant Travels]
3/18/2024 22:45:10,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 22:49:05,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Dave [Chord Progressions]
3/18/2024 22:54:01,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/18/2024 23:10:46,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 23:40:12,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 23:53:04,Bjorn [Dawn Chorus],,Lake [Dawn Chorus],
3/18/2024 23:53:37,Bjorn [Dawn Chorus],Elliot [Psychic Connections],Superfang [Super-Nova],Dave [Chord Progressions]
3/18/2024 23:54:45,,,,Mike [Distant Travels]
3/18/2024 23:55:10,Oswald [Eden's Reach],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/19/2024 0:37:04,,,,Dave [Chord Progressions]
3/19/2024 0:51:00,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Lake [Dawn Chorus],Dave [Chord Progressions]
3/19/2024 1:13:08,Oswald [Eden's Reach],Elliot [Psychic Connections],Superfang [Super-Nova],Mike [Distant Travels]
3/19/2024 1:42:28,Oswald [Eden's Reach],Elliot [Psychic Connections],Lake [Dawn Chorus],Mike [Distant Travels]
3/19/2024 1:54:23,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/19/2024 2:06:26,Bjorn [Dawn Chorus],Toast [Where the Demon Lurks],Superfang [Super-Nova],Mike [Distant Travels]
3/19/2024 2:08:53,Oswald [Eden's Reach],Elliot [Psychic Connections],Superfang [Super-Nova],Mike [Distant Travels]
3/19/2024 2:16:43,Bjorn [Dawn Chorus],Elliot [Psychic Connections],Lake [Dawn Chorus],Dave [Chord Progressions]
3/19/2024 2:30:33,Oswald [Eden's Reach],Elliot [Psychic Connections],Lake [Dawn Chorus],Dave [Chord Progressions]
