Timestamp,,,,,,,,
3/4/2024 9:08:24,Dusk [Hearts Faster Than Light],Drayden [Undefeated],Alessia [Nerus],Ikalis [Heart of Amethyst],Camila [Identity],Leigh [Violet Memoir],Gail [Polar Night],Clyde [Moonlight Castle]
3/4/2024 9:10:43,Tenoch [NeveN],Drayden [Undefeated],Don [Beyond the Harbor],Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light],Leigh [Violet Memoir],Juan-Carlos [Beyond the Harbor],River [A Masquerade in the Woods]
3/4/2024 9:15:58,,,,,,,,Clyde [Moonlight Castle]
3/4/2024 9:19:15,Tenoch [NeveN],Drayden [Undefeated],Don [Beyond the Harbor],Javier [Rain Check],Camila [Identity],Lucas [Violet Memoir],Gail [Polar Night],Clyde [Moonlight Castle]
3/4/2024 9:23:29,,Drayden [Undefeated],Don [Beyond the Harbor],Javier [Rain Check],,Leigh [Violet Memoir],Juan-Carlos [Beyond the Harbor],River [A Masquerade in the Woods]
3/4/2024 9:29:31,Tenoch [NeveN],Drayden [Undefeated],Don [Beyond the Harbor],Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light],Lucas [Violet Memoir],Juan-Carlos [Beyond the Harbor],Clyde [Moonlight Castle]
3/4/2024 9:29:47,Dusk [Hearts Faster Than Light],Drayden [Undefeated],Alessia [Nerus],Ikalis [Heart of Amethyst],Vulkan [Hearts Faster Than Light],Leigh [Violet Memoir],Gail [Polar Night],River [A Masquerade in the Woods]
3/4/2024 9:31:44,,Drayden [Undefeated],,,,,,
3/4/2024 9:33:11,Tenoch [NeveN],Lily [Violet Memoir],Alessia [Nerus],Ikalis [Heart of Amethyst],Camila [Identity],Leigh [Violet Memoir],Gail [Polar Night],River [A Masquerade in the Woods]
3/4/2024 9:34:14,Tenoch [NeveN],,,,,Lucas [Violet Memoir],,Clyde [Moonlight Castle]
3/4/2024 9:37:28,Tenoch [NeveN],Lily [Violet Memoir],Alessia [Nerus],Ikalis [Heart of Amethyst],Camila [Identity],Lucas [Violet Memoir],Gail [Polar Night],River [A Masquerade in the Woods]
